1,3546.7428752216515,40275.26909280529,4,22
2,8582.049077611826,40275.26909280529,22,10
3,10593.34332772877,38902.19188103482,10,48
4,12600.28305361799,38990.63370650559,48,47
5,11518.72504422959,37777.51534378627,48,16
6,10621.59236847217,35808.96185914293,14,16
7,10621.59236847217,32998.33625466737,13,16
8,12603.22955087732,45204.90482218813,22,24
9,13271.70997208968,44023.53534636658,24,26
10,15240.89318319131,44023.53534636658,24,25
11,12603.22955087732,40998.01391652055,22,39
12,19115.05348729371,46274.43223433689,-1,46
13,17317.16760181659,44013.46242327521,46,40
14,18594.03626041585,40957.69916752423,39,50
15,20594.17781477296,42494.2613710165,50,117
16,20594.14444721649,39771.34930612907,47,80
17,20594.14444721649,38622.67708274583,47,79
18,22122.95754272689,39262.81103426087,80,79
19,23587.45376119447,40608.85712655633,80,87
20,26579.48375641889,42664.47427871631,116,118
21,28603.50716621572,45734.62384393307,115,121
22,30390.04061574675,44273.7382853045,121,118
23,29495.42167447892,41793.37029400433,118,87
24,33540.06561673311,41793.37029400433,122,87
25,33037.20452074625,44722.07652477454,120,122
26,35188.35429948225,44722.07652477454,119,122
27,35590.33924396481,40401.28280418215,87,86
28,39602.51642185081,39811.83952181233,86,112
29,29428.17385117215,39262.81103426087,87,74
30,37547.43300516415,37765.57279180825,86,89
31,29354.1381377604,36275.02033658647,74,-1
32,23587.45376119447,34557.47616562364,79,59
33,23587.45376119447,31039.50835835491,79,58
34,23587.45376119447,27456.88256756094,79,63
35,35590.33924396481,34401.89982013341,73,89
36,35590.33924396481,31019.33501298112,72,89
37,15818.6103936556,37777.51534378627,47,27
38,20602.30593082241,35483.39981827687,52,79
39,20024.58734679036,35968.5614174899,49,52
40,19093.77164019873,37070.47981789947,42,49
41,18579.92954874277,36252.03675113208,42,45
42,17343.51039806532,36252.03675113208,42,36
43,14099.44238637041,37265.83663335987,28,27
44,13594.307962775,34771.71219917916,23,29
45,12600.28305361799,32435.18295009356,16,29
46,10621.59236847217,30422.04321643553,12,16
47,12600.28305361799,30651.368806696,16,54
48,7305.719406787305,25774.98377535266,11,7
49,6592.115203778464,24558.72591736948,3,7
50,6592.115203778464,20499.71254335728,2,6
51,7580.874225969485,21775.89820294898,7,6
52,8592.894447216488,20768.00259831559,6,35
53,7600.757203024929,19774.94397260271,6,8
54,6592.115203778464,19097.63256576503,1,8
55,6592.115203778464,17168.12975245371,1,5
56,7385.01681468534,17760.93011288147,5,9
57,9540.11236796045,19772.02679074413,35,31
58,9952.47154474887,17831.93562444711,31,15
59,12151.33393385407,17831.93562444711,31,34
60,13564.22703793889,19772.02679074413,35,30
61,16592.89444721649,20751.90565923823,35,65
62,13937.3331791223,17827.96414839813,30,33
63,16152.4626040883,17827.96414839813,30,32
64,10410.70962586929,23274.81592856661,19,18
65,12600.28305361799,23996.49807180229,19,38
66,12600.28305361799,22757.96241602578,17,38
67,15542.25876462634,21775.89820294898,38,35
68,12600.28305361799,26465.19468206371,20,56
69,12600.28305361799,28382.92610825392,21,56
70,17050.11519425054,24260.01790239528,37,55
71,17794.61858514752,23107.31680268395,55,57
72,20602.30593082241,24885.58883929206,57,78
73,20602.30593082241,26597.6862980249,56,79
74,20602.30593082241,30500.82903654515,53,79
75,17323.46316176758,33248.23843645704,44,41
76,18556.86701403832,33248.23843645704,43,41
77,19093.77164019873,32466.8487246274,41,51
78,20008.91916342598,34081.68102674254,52,51
79,22601.78576603299,16320.89403988375,65,-1
80,22287.65988215222,21775.89820294898,78,65
81,22196.9592406007,25772.11524160964,79,78
82,23587.45376119447,23937.1822397036,78,81
83,25008.67331025063,21775.89820294898,81,65
84,29528.50536568149,16320.89403988375,64,-1
85,34776.42703051074,18768.4517724994,76,75
86,36592.33104196424,16849.00610391758,75,83
87,38971.39682412084,17808.83165895978,84,82
88,38591.14006125158,18293.11865788919,83,82
89,37585.19763940288,19243.02694567712,76,85
90,36953.87395306299,21772.81886500514,76,77
91,34889.32413839065,23849.09647224072,81,77
92,39593.32179764385,23876.71118093416,77,94
93,28646.85842882557,25763.14322956938,62,81
94,29527.26854274201,26464.43446838361,62,69
95,29527.26854274201,27673.25173172838,62,67
96,29527.26854274201,28831.73880349525,62,61
97,31408.16684216395,25763.14322956938,60,81
98,34040.20144153119,25763.14322956938,70,81
99,33170.81477512997,28786.59616526778,71,70
100,33170.81477512997,27670.17574108159,66,70
101,33170.81477512997,26486.36631363703,68,70
102,37363.42237224494,25763.14322956938,88,77
103,37457.2555762945,29238.73704046559,89,88
104,40629.84496338403,21772.81886500514,94,90
105,43132.0673186208,18361.53405294163,98,92
106,46457.61831368156,18361.53405294163,98,96
107,48091.22778054981,19344.09533146905,98,143
108,48091.22778054981,17153.7793883355,96,143
109,44321.05672498122,21772.81886500514,94,98
110,45592.89444721648,22518.67823950099,94,97
111,42283.04665349715,25774.7877784469,95,94
112,45592.89444721648,24610.72985671365,94,104
113,46927.19073009263,23210.42684065148,104,97
114,48044.25293881906,25774.7877784469,110,104
115,49019.12751363509,20168.51557597346,105,143
116,54089.75147452269,20880.66903399178,105,144
117,56624.50185191945,20168.51557597346,144,143
118,60593.23691296988,17774.84223617232,143,-1
119,55196.4830227854,27688.0026830841,107,142
120,56629.59030784742,25210.48116607953,142,144
121,52830.17109199555,25774.7877784469,106,104
122,54089.75147452269,25528.03498604058,104,142
123,54092.89444721649,26873.14216546194,106,142
124,50819.15995858359,31712.96008726445,109,110
125,46427.23527716007,31712.96008726445,99,110
126,44616.24445812939,31712.96008726445,99,95
127,43042.47938103092,33880.48693138733,91,99
128,44601.6061073538,35494.99978466617,93,100
129,45397.8449843924,37765.57279180825,112,100
130,46359.28879260749,34768.69956856487,100,99
131,48587.69954362071,35666.57468863993,100,101
132,49616.64176716428,36395.61417226771,103,101
133,51122.40803149831,36395.61417226771,102,101
134,52606.12819910946,37765.57279180825,112,111
135,52298.25848876731,34768.69956856487,111,108
136,59140.46424660849,37765.57279180825,112,113
137,59115.06045823527,34768.69956856487,113,-1
138,60591.82304407959,36635.7992181427,113,-1
139,60591.82304407959,42434.97705477906,114,-1
140,58101.26181387174,41777.90757132618,114,112
141,55558.70508698263,41777.90757132618,141,112
142,56642.03775685897,44722.04397975023,138,141
143,55053.25299166713,44722.07652477453,139,141
144,53815.56720977527,44722.04397975023,133,136
145,52084.66642233188,44722.04397975072,140,136
146,52553.22150561562,41777.90757132618,136,112
147,50730.85204158048,44722.04397975072,134,137
148,49032.95482979639,44722.07652477393,135,137
149,49693.55626925826,41777.90757132618,137,112
150,47750.95888647228,44722.07652477393,129,132
151,46027.00084934587,44722.04397975023,130,132
152,46699.79551643074,41777.90757132618,132,112
153,42583.65165294356,44478.31494597282,127,131
154,42051.49885877274,44955.36763381144,124,127
155,42583.65165294356,42700.20176634099,127,128
156,41001.89930832939,41777.90757132618,127,112
157,40598.23602477909,44955.36763381144,125,127
158,39602.51642185081,44487.04888549365,126,127
159,39602.51642185081,42623.44339565665,123,127
