1,3781.917358493724,14593.10543583644,74,5
2,3781.925610000734,14082.07923771404,5,4
3,1638.0803535679875,14082.07923771404,4,3
4,7741.031918884488,14593.10543583644,74,24
5,8034.828240794217,13149.20116883412,24,20
6,5924.836324324366,13149.20116883412,24,21
7,8849.445304463969,13149.20116883412,23,19
8,11897.26366557594,14593.10543583644,74,23
9,11122.70955453595,13149.20116883412,23,18
10,15827.6596809423,14593.10543583644,74,31
11,16068.03857550747,13149.20116883412,31,32
12,13904.62899593572,13149.20116883412,31,30
13,19382.59090884184,14593.10543583644,74,49
14,17005.51138413456,13149.32083882361,49,48
15,19075.44011221733,13149.32083882361,49,47
16,23465.97622976484,14646.49773535878,73,72
17,20535.6128099878,15989.89384316098,74,73
18,23465.97622976484,17096.49773535878,79,73
19,20546.47176005873,20183.16460630573,54,79
20,17736.48224706505,18466.18766079895,40,54
21,17151.14741815172,19568.55392354703,55,40
22,15535.087175402,17098.85280544135,35,74
23,11477.74455365626,17098.85280544135,36,74
24,9861.684546663893,19568.77798138678,13,36
25,15088.09195965738,19568.77798138678,37,35
26,11959.12427065836,19568.77798138678,28,36
27,13128.18906190613,19568.77798138678,27,35
28,7695.476055911742,17098.85280544135,22,74
29,7557.938993911142,19104.26351813334,8,22
30,5529.267800916947,20099.59461596212,6,7
31,4881.257858471188,19104.26351813334,7,22
32,2399.821760268271,19104.26351813334,7,1
33,3036.929018224518,18415.8623301605,1,22
34,2227.199997700373,17619.30663484334,1,2
35,11947.03817045086,22640.70408524953,25,26
36,13092.92612878728,22640.70408524953,39,29
37,10001.19041823889,22640.70408524953,25,14
38,15125.25580423578,22640.70408524953,39,42
39,11276.80173294485,25094.79884756351,17,25
40,15730.63044567837,25094.79884756351,33,39
41,22476.28741321495,21096.49773535876,77,79
42,20546.47176005873,26022.45152879052,53,77
43,20546.47176005873,24295.2319759955,56,77
44,17736.48224706505,23949.78806543649,38,56
45,17080.34453703553,22660.6360663828,38,41
46,12534.41012204705,26110.95198068884,17,33
47,20546.47176005873,30327.81632067134,76,77
48,24216.23811903942,29772.96570944584,77,88
49,24216.23811903942,26332.89226110036,77,84
50,24216.23811903942,22670.87853234337,77,83
51,19773.8792576805,31246.49773535878,75,76
52,19773.8792576805,31491.36393077551,50,75
53,19779.28658810787,29417.67791028632,76,51
54,19765.55631618775,28569.93671816672,51,52
55,17280.3834640925,28569.93671816672,46,52
56,17266.65319217238,31491.36393077551,50,44
57,18598.48626782215,31491.36393077551,50,43
58,18543.56541589898,28569.93671816672,45,52
59,22244.36041940938,31595.96875225147,71,77
60,21979.71902936668,33096.49773535877,69,71
61,21949.46947615442,37108.41741100544,67,69
62,20536.00810913402,35109.35755098327,70,69
63,14893.78052150007,37108.41741100544,68,70
64,12534.41012204705,34996.6133462217,15,70
65,9531.45687824159,33096.49773535877,15,16
66,6535.805500892052,31557.91523569817,65,16
67,9531.45687824159,27095.86214213844,16,17
68,17306.4589335405,39556.34036355489,58,67
69,20713.73463001964,39556.34036355489,57,67
70,15780.28329976409,39556.34036355489,59,68
71,11698.650834689,39556.34036355489,60,68
72,7297.586265701568,39361.67880225325,66,9
73,7581.525808842591,37108.41741100544,9,15
74,5049.571029963768,38603.22246864912,62,9
75,6535.805500892052,36167.55872558727,63,15
76,3319.438768804076,34329.93928365859,12,63
77,2407.248352341529,35575.53604718301,64,12
78,2364.089434278751,38589.11919617327,10,11
79,1856.2860342325,39361.67880225325,61,10
80,3983.260495174152,39361.67880225325,61,62
81,26534.75810913369,19259.72938581838,79,78
82,34833.45668746409,19432.57437164415,78,106
83,37294.55000329815,17092.72740433858,106,98
84,38580.8795541054,13683.96912475992,98,96
85,34945.81699852747,13683.96912475992,98,97
86,41244.9948231441,17092.72740433858,105,130
87,40472.54413912154,13683.96912475992,130,117
88,44902.77660662989,13683.96912475992,130,116
89,39534.75810939286,19430.94515984096,106,105
90,28478.97703857534,21089.24870584778,82,78
91,33962.94557707565,21089.24870584778,81,78
92,29457.07899502877,23952.20808526188,82,91
93,29457.07899502877,22921.00466188783,82,94
94,29457.07899502877,21775.22307038296,82,89
95,33112.44816513524,23998.03938843553,80,81
96,33112.44816513524,22989.75152684499,93,81
97,33112.44816513524,21729.39176720931,92,81
98,31184.91589608399,21089.24870584778,90,78
99,49927.58485046803,21104.90543500505,109,105
100,43539.02929516637,21104.90543500505,110,105
101,52697.1897427946,17092.72740433858,127,129
102,51534.69697629017,18859.57801209089,105,127
103,54042.24019358851,19449.65864474792,127,132
104,56036.00810913403,17052.45613631847,132,149
